pair_id,task_name,schema_id,latest_status,latest_status_code,attempt_count,successful_attempt_count,docker_incident_attempt_count,other_failure_attempt_count,needs_rerun,rerun_reason,latest_run_label,latest_started_at,latest_finished_at,latest_launcher_status,latest_launcher_stage,latest_launcher_returncode,latest_run_status,latest_failure_stage,latest_failure_type,latest_failure_summary,latest_selected_round_index,latest_selected_score_pct,latest_best_observed_round_index,latest_best_observed_score_pct,latest_early_stop,latest_timeout_detected,latest_has_intermediate_exceptions,latest_output_dir,attempt_run_labels
adaptive-cruise-control__retrieval-heavy-synthesis,adaptive-cruise-control,retrieval-heavy-synthesis,completed,C,3,1,0,2,False,,run-round1-first20-fullmatrix-adaptive-rhs-rerun-2026-05-04,2026-05-04T14:23:09.496420+00:00,2026-05-04T15:23:11.090284+00:00,succeeded,run,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/adaptive-cruise-control__retrieval-heavy-synthesis/refine_run_run-round1-first20-fullmatrix-adaptive-rhs-rerun-2026-05-04,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03;run-round1-first20-fullmatrix-adaptive-rhs-rerun-2026-05-04
adaptive-cruise-control__environment-control,adaptive-cruise-control,environment-control,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.278536+00:00,2026-05-04T13:13:17.278922+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/adaptive-cruise-control__environment-control/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
adaptive-cruise-control__methodology-guardrail,adaptive-cruise-control,methodology-guardrail,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.279524+00:00,2026-05-04T13:13:17.279748+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/adaptive-cruise-control__methodology-guardrail/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
adaptive-cruise-control__orchestration-delegation,adaptive-cruise-control,orchestration-delegation,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.280327+00:00,2026-05-04T13:13:17.280558+00:00,succeeded,skip_existing_succeeded,0,completed,,,,1,100.0,1,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/adaptive-cruise-control__orchestration-delegation/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
azure-bgp-oscillation-route-leak__artifact-generation,azure-bgp-oscillation-route-leak,artifact-generation,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T19:17:53.459928+00:00,2026-05-03T19:17:53.460151+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/azure-bgp-oscillation-route-leak__artifact-generation/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b03,run-round1-first20-fullmatrix-fallback-2026-05-01-b03;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
azure-bgp-oscillation-route-leak__analytic-pipeline,azure-bgp-oscillation-route-leak,analytic-pipeline,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T19:17:53.460479+00:00,2026-05-03T19:17:53.460688+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/azure-bgp-oscillation-route-leak__analytic-pipeline/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b03,run-round1-first20-fullmatrix-fallback-2026-05-01-b03;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
azure-bgp-oscillation-route-leak__engineering-composition,azure-bgp-oscillation-route-leak,engineering-composition,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T19:17:53.461008+00:00,2026-05-03T19:17:53.461196+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/azure-bgp-oscillation-route-leak__engineering-composition/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b03,run-round1-first20-fullmatrix-fallback-2026-05-01-b03;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
azure-bgp-oscillation-route-leak__retrieval-heavy-synthesis,azure-bgp-oscillation-route-leak,retrieval-heavy-synthesis,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T19:17:53.461527+00:00,2026-05-03T19:17:53.461715+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/azure-bgp-oscillation-route-leak__retrieval-heavy-synthesis/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b03,run-round1-first20-fullmatrix-fallback-2026-05-01-b03;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
azure-bgp-oscillation-route-leak__environment-control,azure-bgp-oscillation-route-leak,environment-control,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T19:17:53.462034+00:00,2026-05-03T19:17:53.462241+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/azure-bgp-oscillation-route-leak__environment-control/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b03,run-round1-first20-fullmatrix-fallback-2026-05-01-b03;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
azure-bgp-oscillation-route-leak__methodology-guardrail,azure-bgp-oscillation-route-leak,methodology-guardrail,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T19:17:53.462582+00:00,2026-05-03T19:17:53.462771+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/azure-bgp-oscillation-route-leak__methodology-guardrail/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b03,run-round1-first20-fullmatrix-fallback-2026-05-01-b03;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
azure-bgp-oscillation-route-leak__orchestration-delegation,azure-bgp-oscillation-route-leak,orchestration-delegation,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T19:17:53.463110+00:00,2026-05-03T19:17:53.463294+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/azure-bgp-oscillation-route-leak__orchestration-delegation/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b03,run-round1-first20-fullmatrix-fallback-2026-05-01-b03;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
citation-check__artifact-generation,citation-check,artifact-generation,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T00:32:50.182834+00:00,2026-05-03T00:32:50.183106+00:00,succeeded,skip_existing_succeeded,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/citation-check__artifact-generation/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b01,run-round1-first20-fullmatrix-fallback-2026-05-01-b01;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
citation-check__analytic-pipeline,citation-check,analytic-pipeline,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T00:32:50.183803+00:00,2026-05-03T00:32:50.184126+00:00,succeeded,skip_existing_succeeded,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/citation-check__analytic-pipeline/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b01,run-round1-first20-fullmatrix-fallback-2026-05-01-b01;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
citation-check__engineering-composition,citation-check,engineering-composition,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T00:32:50.184712+00:00,2026-05-03T00:32:50.185022+00:00,succeeded,skip_existing_succeeded,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/citation-check__engineering-composition/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b01,run-round1-first20-fullmatrix-fallback-2026-05-01-b01;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
citation-check__retrieval-heavy-synthesis,citation-check,retrieval-heavy-synthesis,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T00:32:50.185715+00:00,2026-05-03T00:32:50.186016+00:00,succeeded,skip_existing_succeeded,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/citation-check__retrieval-heavy-synthesis/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b01,run-round1-first20-fullmatrix-fallback-2026-05-01-b01;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
citation-check__environment-control,citation-check,environment-control,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T00:32:50.186598+00:00,2026-05-03T00:32:50.186866+00:00,succeeded,skip_existing_succeeded,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/citation-check__environment-control/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b01,run-round1-first20-fullmatrix-fallback-2026-05-01-b01;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
citation-check__methodology-guardrail,citation-check,methodology-guardrail,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T00:32:50.187486+00:00,2026-05-03T00:32:50.187860+00:00,succeeded,skip_existing_succeeded,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/citation-check__methodology-guardrail/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b01,run-round1-first20-fullmatrix-fallback-2026-05-01-b01;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
citation-check__orchestration-delegation,citation-check,orchestration-delegation,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-03T00:32:50.188412+00:00,2026-05-03T00:32:50.188622+00:00,succeeded,skip_existing_succeeded,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/citation-check__orchestration-delegation/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b01,run-round1-first20-fullmatrix-fallback-2026-05-01-b01;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
civ6-adjacency-optimizer__artifact-generation,civ6-adjacency-optimizer,artifact-generation,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.281116+00:00,2026-05-04T13:13:17.281385+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,60.0,0,60.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/civ6-adjacency-optimizer__artifact-generation/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
civ6-adjacency-optimizer__analytic-pipeline,civ6-adjacency-optimizer,analytic-pipeline,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.281946+00:00,2026-05-04T13:13:17.282276+00:00,succeeded,skip_existing_succeeded,0,completed,,,,2,70.0,2,70.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/civ6-adjacency-optimizer__analytic-pipeline/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
civ6-adjacency-optimizer__engineering-composition,civ6-adjacency-optimizer,engineering-composition,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.282869+00:00,2026-05-04T13:13:17.283084+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,60.0,0,60.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/civ6-adjacency-optimizer__engineering-composition/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
civ6-adjacency-optimizer__retrieval-heavy-synthesis,civ6-adjacency-optimizer,retrieval-heavy-synthesis,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.283578+00:00,2026-05-04T13:13:17.283794+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,55.0,0,55.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/civ6-adjacency-optimizer__retrieval-heavy-synthesis/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
civ6-adjacency-optimizer__environment-control,civ6-adjacency-optimizer,environment-control,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.284300+00:00,2026-05-04T13:13:17.284525+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,60.0,0,60.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/civ6-adjacency-optimizer__environment-control/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
civ6-adjacency-optimizer__methodology-guardrail,civ6-adjacency-optimizer,methodology-guardrail,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.285014+00:00,2026-05-04T13:13:17.285246+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,60.0,0,60.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/civ6-adjacency-optimizer__methodology-guardrail/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
civ6-adjacency-optimizer__orchestration-delegation,civ6-adjacency-optimizer,orchestration-delegation,completed,C,2,2,0,0,False,,run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03,2026-05-04T13:13:17.285705+00:00,2026-05-04T13:13:17.285904+00:00,succeeded,skip_existing_succeeded,0,completed,,,,2,60.0,2,60.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/outer-loop-round1-first20-fullmatrix-2026-05-01-1932-candidates/pairs/civ6-adjacency-optimizer__orchestration-delegation/refine_run_run-round1-first20-fullmatrix-fallback-2026-05-01-b02,run-round1-first20-fullmatrix-fallback-2026-05-01-b02;run-round1-first20-fullmatrix-fallback-2026-05-01-combined-b01-b03
